"u_parent_asset","name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement"
"","C008801","C008801","CN484500TD","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","2","","06/30/2022"
"","C008802","C008802","CN484500TF","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","2","","06/30/2022"
"","C008937","C008937","V1954116","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","1","",""
"PC079745","PC079745","HSS--1047488","CWSHTY3","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1207","1","REQ1391349-RITM1467718-SCTASK2383515","09/30/2032"
"","LD020290","HSS-1003748-M1","VT478144","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building","Lancer Building","202 - 7 (Section C)","2","","10/31/2020"
"LD055967","PC076065","HSS-1006221-M1","VN682633","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","WFH Dr Peter Gotz","4","","01/31/2018"
"LD037931","LD037931","HSS-1008301-M1","V1517850","VIHA-NER-Nanaimo Estevan Road-Main Building-3rd Floor","Main Building","305","3","","11/30/2018"
"PC066006","MJ025QYV","HSS-1008344-M1","V1489054","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1088 (Mammography Office)","1","","10/31/2018"
"","LD023294","HSS-1010433-M1","V1F95926","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","",""
"","LD020290","HSS-1010435-M1","VTH07738","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building","Lancer Building","202 - 7 (Section C)","2","","02/28/2022"
"PC032185","PC032185","HSS-1012934-M1","VT574726","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B37","1","","11/30/2020"
"PC033069","PC033069","HSS-1015287-M1","VTE03292","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G038 (Stores)","Ground Floor","","12/31/2021"
"","LD027473","HSS-1015783-M2","VTH59542","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","","False","","","01/31/2022"
"LD031176","LD031176","HSS-1019001-M2","VTL99273","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","117 (W76)","1","",""
"","HSS-1019260-M2","HSS-1019260-M2","VTL99884","VIHA-NBC-Nanaimo Bowen Centre","main","main","main","",""
"","HSS-1019373-M1","HSS-1019373-M1","VTM01246","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","B023","B","",""
"TD020468","VTN23339","HSS-1020077-M1","VTN23339","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main Building","237","2","118909-WO429263-WO429263-257814","01/31/2024"
"","VTN23341","HSS-1020079-M1","VTN23341","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","Main","220","","118909-WO429261-WO429261-257810","01/31/2024"
"LD044350","VTN23334","HSS-1020094-M1","VTN23334","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","Chief Medical Officer","3","119270-WO430149-WO430149-258310","04/30/2024"
"LD044350","VTN23338","HSS-1020094-M2","VTN23338","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","Chief Medical Officer","3","119270-WO430149-WO430149-258309","04/30/2024"
"","PC1G5RAG","HSS-1020782","VTL78352","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1071","1","REQ0058386-RITM0060087-SCTASK0088408","01/31/2024"
"","PC1G5RAG","HSS-1020783","VTL78114","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1071","1","REQ0058386-RITM0060087-SCTASK0088408","01/31/2024"
"TD030951","R90XJL4E","HSS-1020792","VTL78351","VIHA-OHC-Oceanside Health Centre","","Open Space","","REQ0053399-RITM0054885-SCTASK0088422","01/31/2024"
"","R90XJL4D","HSS-1020798","VTN23357","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main","OHC240 - Desk 224","2","REQ0053496-RITM0054989-SCTASK0088424","03/31/2024"
"","LD045333","HSS-1021286","VTL62617","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","6551 Aulds Rd.","201","","REQ0077085-RITM0079653-SCTASK0112345","01/31/2024"
"","LD045333","HSS-1021287","VTL62603","VIHA-RCO-Regional Corporate Office-Main Building-2nd Floor","6551 Aulds Rd.","201","","REQ0077085-RITM0079653-SCTASK0112345","01/31/2024"
"","PC062633","HSS-1021343","VTL62635","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","213 (Home Support)","2","REQ0078417-RITM0081064-SCTASK0116294","01/31/2024"
"","LD045868","HSS-1021353","VTL61158","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","G253","G","REQ0086531-RITM0089630-SCTASK0127711",""
"PC062598","PC062598","HSS-1021442","VTL61170","VIHA-NBRMC-Nanaimo Bowen Road Madrona Clinic","","Madrona Clinic in Nanaimo","","REQ0072169-RITM0074509-SCTASK0110806",""
"LD071620","VTM01134","HSS-1021568","VTM01134","VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-2nd Floor","Main Building","208","2","REQ0082552-RITM0085407-SCTASK0135136",""
"TD030985","TD030985","HSS-1022188","VTL59264","VIHA-NCMC-Nanaimo Colville Medical Center-Main Building-3rd Floor","Main Building","303 - 16 Office","","REQ0109073-RITM0113143-SCTASK0166332",""
"LD101108","LD046100","HSS-1022440","FKN3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","B004-WFH","B","REQ0098834-RITM0102470-SCTASK0142411","02/28/2029"
"LD101108","LD046100","HSS-1022441","1LN3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main","B004-WFH","B","REQ0098834-RITM0102470-SCTASK0142411","02/28/2029"
"LD046424","LD046424","HSS-1022459","6RP3X53","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","WFH","1st Floor","REQ0082975-RITM0085860-SCTASK0171941","02/28/2029"
"","LD046681","HSS-1022462","7KN3X53","VIHA-NHC-Nanaimo Health Centre","","123","main","REQ0118751-RITM0123424-SCTASK0179345","03/31/2029"
"TD020363","LD046596","HSS-1022661","CTK3X53","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","NSWOC","1st Floor","REQ0110367-RITM0114494-SCTASK0173084","02/28/2029"
"LD086170","LD086170","HSS-1022711","5425X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","NRGH Main","G002","Ground","REQ0097859-RITM0101449-SCTASK0150696","02/28/2029"
"LD086170","LD086170","HSS-1022712","CP25X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","NRGH Main","G002","Ground","REQ0097859-RITM0101449-SCTASK0150696","02/28/2029"
"","G8P3X53","HSS-1022754","G8P3X53","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","15","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD048216","F8P3X53","HSS-1022755","F8P3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD048237","J8P3X53","HSS-1022756","J8P3X53","VIHA-NHC-Nanaimo Health Centre","","","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"","D8P3X53","HSS-1022757","D8P3X53","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","15","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD048237","C6P3X53","HSS-1022761","C6P3X53","VIHA-NHC-Nanaimo Health Centre","","","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD048223","LD048223 - M1","HSS-1022762","B8P3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main Building","0","Basement 1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD042913","GVP3X53","HSS-1022764","GVP3X53","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","Unit 29","1st Floor","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD080714","2QN3X53","HSS-1022769","2QN3X53","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care-Main Building-2nd Floor","Main - 203","WFH - ","2","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"PC021551","D6P3X53","HSS-1022770","D6P3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main","P2050 - Assessment Room","2","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"TD001747","LD042924","HSS-1022771","JPN3X53","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 28","1st Floor","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"","HSS-1022774","HSS-1022774","H8P3X53","VIHA-NHC-Nanaimo Health Centre","","WFH","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD090858","GPN3X53","HSS-1022775","GPN3X53","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care","Suite 203","Rm 7","2","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"TD001747","LD042924","HSS-1022776","CQN3X53","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","Unit 28","1st Floor","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD065705","LD065705","HSS-1022777","HPN3X53","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Main-13","Nanaimo Community Virtual Care","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD030525","76P3X53","HSS-1022778","76P3X53","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","Main Building","12","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD090858","27M3X53","HSS-1022780","27M3X53","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care","Suite 203","Rm 7","2","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD065654","BKN3X53","HSS-1022786","BKN3X53","VIHA-TLLTC-Trillium Lodge-Main Building-1st Floor","Main Building","Eastwood Activities Room","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD065705","LD065705","HSS-1022788","BRP3X53","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Main-13","Nanaimo Community Virtual Care","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"","68P3X53","HSS-1022789","68P3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1","","B022","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"","3RP3X53","HSS-1022791","3RP3X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","1219","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD100702","66P3X53","HSS-1022794","66P3X53","VIHA-NBC-Nanaimo Bowen Centre","Main","#29 - 1925 Bowen Rd","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"","FPN3X53","HSS-1022795","FPN3X53","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G25A","","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"LD100702","7QN3X53","HSS-1022797","7QN3X53","VIHA-NBC-Nanaimo Bowen Centre","Main","#29 - 1925 Bowen Rd","1","COVID REQ0143954-RITM0150116-SCTASK02158","03/31/2029"
"PC045920","PC045920","HSS-1022845","11X4X53","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","OHC173 - Exam 3","1","REQ0132237-RITM0137691-SCTASK0205282","03/31/2029"
"PC045920","LD055224","HSS-1022846","7QW4X53","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","OHC173 - Exam 3","1","REQ0132237-RITM0137691-SCTASK0205282","03/31/2029"
"TD030952","TD030952","HSS-1023168","5Q15X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 224","2nd Floor","REQ0132240-RITM0137694-SCTASK0212709","03/31/2029"
"PC045907","PC045907","HSS-1023169","7K25X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk237","2","REQ0132402-RITM0137896-SCTASK0212722","03/31/2029"
"PC035192","PC035192","HSS-1023170","HVW4X53","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","Reception Desk102","1","REQ0131745-RITM0137175-SCTASK0212706","03/31/2029"
"LD035735","LD035735","HSS-1023172","D225X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 211","2","REQ0132400-RITM0137894-SCTASK0212673","03/31/2029"
"LD102524","LD102524","HSS-1023180","FX25X53","VIHA-OHC-Oceanside Health Centre","Oceanside Health Centre","201","2nd","REQ0132240-RITM0137694-SCTASK0212709","03/31/2029"
"PC045907","PC045907","HSS-1023181","3VW4X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk237","2","REQ0132402-RITM0137896-SCTASK0212722","03/31/2029"
"LD091415","LD091415","HSS-1023182","4N15X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","OHC","MHSU Departrment","2","REQ0131745-RITM0137175-SCTASK0212706","03/31/2029"
"LD036656","LD036656","HSS-1023184","3N15X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 205","2","REQ0132400-RITM0137894-SCTASK0212673","03/31/2029"
"LD101530","LD055661","HSS-1023346","5T25X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","G190","G","REQ0135470-RITM0141158-SCTASK0223736","03/31/2029"
"LD059323","LD059323","HSS-1023347","CFW4X53","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0147754-RITM0154091-SCTASK0223261","03/31/2029"
"LD028763","LD055635","HSS-1023349","3HW4X53","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","WFH -","2","REQ0142528-RITM0148598-SCTASK0219468","03/31/2029"
"LD101530","LD055661","HSS-1023360","55X4X53","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main","G190","G","REQ0135470-RITM0141158-SCTASK0223736","03/31/2029"
"LD058022","LD058022","HSS-1023884","9KM3X53","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1017 (OR Purchasing Office)","1","REQ0146216-RITM0152466-SCTASK0229220","03/31/2029"
"LD058022","LD058022","HSS-1023885","2LN3X53","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1017 (OR Purchasing Office)","1","REQ0146216-RITM0152466-SCTASK0229220","03/31/2029"
"LD055595","LD055595","HSS-1024121","36M4X53","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","215","1st Floor","REQ0164434-RITM0171650-SCTASK0256467","04/30/2029"
"LD055595","LD055595","HSS-1024124","2GM4X53","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","215","1st Floor","REQ0164434-RITM0171650-SCTASK0256467","04/30/2029"
"","JVM4X53","HSS-1024235","JVM4X53","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0168019-RITM0175386-SCTASK0258912","04/30/2029"
"LD055621","LD055621","HSS-1024236","C9N4X53","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0168019-RITM0175386-SCTASK0258912","04/30/2029"
"LD055621","LD055621","HSS-1024244","8VM4X53","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","REQ0168009-RITM0175376-SCTASK0258895","04/30/2029"
"PC076065","PC076065","HSS-1024560","VTM01576","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B40","1","REQ0179139-RITM0187236-SCTASK0278058",""
"PC076065","PC076065","HSS-1024561","VTM01574","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B40","1","REQ0179139-RITM0187236-SCTASK0278058",""
"PC032736","VTM01589","HSS-1024577","VTM01589","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","","208","B","REQ0182015-RITM0190331-SCTASK0283464",""
"","CYXSR63","HSS-1024646","CYXSR63","VIHA-LCHC-Ladysmith Community Health Centre-Main Building","","room129","","REQ0186879-RITM0195472-SCTASK0291791","04/30/2029"
"PC100191","PC100191","HSS-1025008","2HM4X53","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3036 (Floor 3 Dayroom)","3","REQ0204316-RITM0213887-SCTASK0319378","05/31/2029"
"LD058171","LD058171","HSS-1025012","HDN4X53","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","Trailer 1 (Admin Office) / 208","G","REQ0196226-RITM0205340-SCTASK0305942","05/31/2029"
"LD058171","LD058171","HSS-1025013","6W15X53","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","Trailer 1 (Admin Office) / 208","G","REQ0196226-RITM0205340-SCTASK0305942","05/31/2029"
"LD058093","LD058093","HSS-1025019","FVK3X53","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2083 (Nikki Kokkinis)","2","REQ0174750-RITM0182531-SCTASK0270467","05/31/2029"
"LD032461","D6N4X53","HSS-1025395","D6N4X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 317","2","REQ0213415-RITM0223531-SCTASK0343935","05/31/2029"
"LD039913","G235X53","HSS-1025396","G235X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 230","2","REQ0213410-RITM0223526-SCTASK0343851","05/31/2029"
"PC031064","PC031064","HSS-1025397","5VLTR63","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 207","","REQ0213431-RITM0223547-SCTASK0343854","05/31/2029"
"LD038217","FGP4X53","HSS-1025398","FGP4X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 270","2","REQ0213423-RITM0223539-SCTASK0343857","05/31/2029"
"PC031064","PC031064","HSS-1025399","BHLTR63","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 207","","REQ0213418-RITM0223534-SCTASK0343736","05/31/2029"
"LD039913","LD039913","HSS-1025400","4VLTR63","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","OHC240 - Desk 230","2","REQ0213375-RITM0223489-SCTASK0343830","05/31/2029"
"LD065114","FZ64X53","HSS-1025401","FZ64X53","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main","Mobile","2","REQ0213428-RITM0223544-SCTASK0343278","05/31/2029"
"LD055968-NEW","LD055968","HSS-1025402","1R36X53","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3037 (Tub Room)","3","REQ0196226-RITM0205339-SCTASK0306006","05/31/2029"
