"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"LD101930","HSS-1046304","JFHQTW3","Nanaimo","VIHA-NWPS-Nanaimo Wentworth & Prideaux Street-Main Building-2nd Floor","Main","","2","REQ1279474-RITM1349129-SCTASK2163495","05/31/2028","03/29/2025","General Rounding",""
"LD044009","HSS-8089995","F7LHVW3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building","","2nd Floor","VIHATRP20240923-005","10/31/2028","","",""
"LD022899","HSS-8093315","BPHSFW3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-1st Floor","Main Building","","Basement 1","ISLHTRP20250505-046","03/31/2029","","","Fire & Safety"
"TD030943","HSS-1020763","R90XJJRS","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","","","REQ0048037-RITM0049290-SCTASK0086504","01/31/2024","","",""
"WT_860DNC00592","C006006","860DNC00592","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","","1","","","03/28/2023","Excluded","XRAY & EDS/ ECHO"
"LD101655","HSS-1045478","6YKKVH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Main","","B1","REQ1231958-RITM1298012-SCTASK2079511","03/31/2028","","General Rounding",""
"WT_63CAB84T6J2","C008331","B84T6J2","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","Floor 2","","08/31/2023","","Excluded"," "
"LD093185","HSS-1049278","4T5F2T2","Parksville","VIHA-OHC-Oceanside Health Centre","489 alberni hwy","","2nd floor","REQ1588888-RITM1676469-SCTASK2691084","12/31/2028","","General Rounding",""
"WT_860DNC08560","C006303","860DNC08560","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","Floor 2","","","","Excluded"," "
"LD068790","HSS-1049420","1B83WH3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","25-1925 Bowen Road","","","REQ1589042-RITM1676642-SCTASK2719268","12/31/2028","","General Rounding",""
"LD101267","HSS-8092837","GDPZFW3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building","","","","VIHATRP20250331-033","03/31/2029","","",""
"LD100785","HSS-1044022","4YZ85X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Main Building","","","REQ1088234-RITM1145413-SCTASK1832603","10/31/2027","10/16/2023","General Rounding",""
"PC074190","HSS-1904945","35BCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","1","DMND0005167","03/31/2029","10/24/2025","General Rounding","Urgent Care"
"PC074213","HSS-1904966","B2RCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","05/28/2025","General Rounding","Urgent Care"
"LD090932","HSS-1047064","5GSQCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","3rd","REQ1350217-RITM1424100-SCTASK2295527","06/30/2028","","Excluded",""
"LD040947","HSS-8091650","5Y9WVH3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building","Main Building","","","VIHATRP20241209-020","01/31/2029","12/12/2024","General Rounding","Nanaimo Community Services"
"LD056065","HSS-8094678","25TN774","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","","","","ISLHTRP20250728-048","07/31/2029","","","Nanaimo Admin Support"
"LD080158","HSS-1037603","HF9M9K3","Nanaimo","VIHA-CISC-Centre Island Surgical Centre","","","","REQ0681535-RITM0715886-SCTASK1144846","12/31/2026","","General Rounding",""
"WT_860DNC08309","C005438","860DNC08309","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","","","","","","","Excluded",""
"LD066705","HSS-8092590","FG93WH3","Nanaimo","VIHA-NYFAS-Nanaimo Discovery Youth & Family Substance Use Services-Main Building-2nd Floor","","","","VIHATRP20250317-003","12/31/2028","12/05/2025","General Rounding",""
"PC074211","HSS-1904965","GZMCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","","","","DMND0005167","03/31/2029","12/04/2025","General Rounding",""
"PC074194","HSS-1904949","D1RCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD101742","HSS-1045745","1ZJJGW3","Nanaimo","VIHA-NWWS-Nanaimo Wentworth Street","","","2","REQ1246698-RITM1313927-SCTASK2104209","04/30/2028","","",""
"LD058254","HSS-8094196","9JHJX64","Nanaimo","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","","1st Floor","ISLHTRP20250630-082","03/31/2029","","","Nanaimo Admin Support"
"TD030436","HSS-8062313","GHVHLN3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-2nd Floor","","","","VIHATRP20220906-015","12/31/2026","","General Rounding",""
"LD064996","HSS-1044883","14F5SV3","Nanaimo","VIHA-NSFC-Nanaimo Seafield Crescent-Main Building-1st Floor","Main","","1","REQ1165299-RITM1227016-SCTASK1962512","01/31/2028","","General Rounding","Networks"
"LD066157","HSS-8084013","DBM89W3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","","","","VIHATRP20240304-004","03/31/2028","09/22/2024","General Rounding",""
"LD058886","HSS-8094187","HJHJX64","Nanaimo","VIHA-MDO-Metral Drive Offices","","","","ISLHTRP20250630-069","03/31/2029","","","Hlth Well & Compliance"
"LD066468","HSS-8089499","8VLJVW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","","","","VIHATRP20240902-010","10/31/2028","","General Rounding",""
"LD066482","HSS-8082571","DKTPDY3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","","","","VIHATRP20240122-025","02/29/2028","10/12/2025","General Rounding",""
"LD057140","HSS-1028674","CJJB593","Parksville","VIHA-PQHU-Parksville/Qualicum Health Unit","","","","REQ0311384-RITM0326088-SCTASK0499900","11/30/2025","","",""
"LD066382","HSS-8082561","74HQDY3","Nanaimo","VIHA-NHC-Nanaimo Health Centre-Main Building-1st Floor","","","","VIHATRP20240122-015","02/29/2028","05/03/2025","General Rounding",""
"PC107036","HSS-8091743","5QJQK44","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Deliver to: NRGH, Device Integration, B004 Attn: Andrew Hill","","","REQ1821145-RITM1922032-SCTASK3080014","12/31/2028","","",""
"LD066481","HSS-8082567","1SWRDY3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services-Main Building-1st Floor","","","","VIHATRP20240122-021","02/29/2028","10/12/2025","General Rounding",""
"LD038105","HSS-8072094","7B23NN3","Nanaimo","VIHA-MDO-Metral Drive Offices-Main Building-3rd Floor","Main Building","","3","VIHATRP20230213-074","05/31/2027","03/19/2024","General Rounding","McCarthy, Shannon (WFH)"
"LD048216","HSS-8096194","PF586V2Y","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","ISLHTRP20251013-027","09/30/2029","","General Rounding",""
"LD063849","HSS-1043211","GD205X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Main Building","","2","REQ0989199-RITM1040645-SCTASK1696992","08/31/2027","12/06/2023","General Rounding","'-"
"LD069083","HSS-1040058","4FG7NN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","REQ1894473-RITM1999469-SCTASK3216190","02/28/2027","","General Rounding",""
"LD056737","HSS-8096315","PF5STAJN","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","","","","ISLHTRP20251027-017","","","",""
"LD058255","HSS-8094198","9HHJX64","Nanaimo","VIHA-NWWSA-Nanaimo Wentworth Street Annex-Annex-1st Floor","Annex","","1st Floor","ISLHTRP20250630-084","03/31/2029","","","Nanaimo Admin Support"
"AO005684","HSS-1904733","C24C27M016","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","","","","DMND0005174","04/30/2029","","",""
"LD056216","HSS-1026480","8X2JDB3","Nanaimo","VIHA-NHC-Nanaimo Health Centre","Nanaimo Health Centre","","2","REQ0217589-RITM0227901-SCTASK0343123","08/31/2025","","",""
"LD060598","HSS-1033726","4JQ44J3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre","","","","REQ0528690-RITM0554880-SCTASK0885233","07/31/2026","","",""
"LD061004","HSS-1034754","5RXL9K3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo","Main","","1","REQ0583362-RITM0612703-SCTASK0962132","08/31/2026","03/14/2025","General Rounding",""
"PC100539","HSS-1046730","4SX6724","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","REQ1318910-RITM1391003-SCTASK2241806","06/30/2028","","",""
"PC074206","HSS-1904960","90NCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD102534","HSS-1047390","3H1RCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","","","","REQ1380704-RITM1456427-SCTASK2369488","09/30/2028","","",""
"PC074203","HSS-1904957","32RCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD058272","HSS-8092898","BWVHX64","Nanaimo","VIHA-NWWS-Nanaimo Wentworth Street","Main Building","","2nd Floor","ISLHTRP20250407-022","03/31/2029","","","Mental Health Act"
"LD081250","HSS-1049136","2BCF2T2","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","489 Alberni Highway Parksville","","2","REQ1568568-RITM1655025-SCTASK2670721","12/31/2028","03/18/2025","General Rounding",""
"PC074202","HSS-1904956","80NCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD066418","HSS-8082548","FGNQDY3","Nanaimo","VIHA-NHC-Nanaimo Health Centre","","","","VIHATRP20240122-002","02/29/2028","","General Rounding",""
"LD063777","HSS-1043110","CSLZ4X3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","WFH","","1","REQ1006622-RITM1058891-SCTASK1689258","08/31/2027","","General Rounding","COV Workforce Optimization"
"LD080821","HSS-1044076","4BD0GY3","Nanaimo","VIHA-BLMHAS-Brooks Landing Mental Health & Addictions Services","","","","REQ1077355-RITM1133782-SCTASK1844936","10/31/2027","","Excluded",""
"LD066171","HSS-8072766","9FLKLN3","Nanaimo","VIHA-Sat Lab-Satellite Laboratory-Main Building-1st Floor","Main","","1","VIHATRP20230306-123","05/31/2027","04/03/2023","General Rounding","Satellite Lab"
"WT_860DNC08429","C006300","860DNC08429","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","Floor 2","","","","Excluded"," "
"WT_63CABJ2T6J2","C008332","BJ2T6J2","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Amb","","Ground","","08/31/2023","","Excluded"," "
"LD085167","HSS-1040142","H93GMN3","Nanaimo","VIHA-DPRC-Dufferin Place (NRGH)","Main","","","REQ0795462-RITM0835782-SCTASK1321003","02/28/2027","","General Rounding",""
"PC074221","HSS-1904974","13RCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD064343","HSS-1044227","C6CRDY3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","MHSU Brooks Landing","","Main","REQ1082061-RITM1138715-SCTASK1865714","11/30/2027","11/18/2023","Excluded",""
"PC074201","HSS-1904955","G1RCQ54","Nanaimo","VIHA-CNUPCC-Central Nanaimo Urgent Primary Care Centre-Main Building","Main","","2","DMND0005167","03/31/2029","12/04/2025","General Rounding","Urgent Care"
"LD081451","HSS-1111311","J1MTFW3","Nanaimo","VIHA-CDC-Clearview Detox Centre","","","","REQ1759144-RITM1856587-SCTASK2982414","03/31/2029","06/14/2025","General Rounding",""
"LD067256","HSS-1045056","C1559W3","Nanaimo","VIHA-NHC-Nanaimo Health Centre","","","","REQ1190918-RITM1254168-SCTASK2014747","02/29/2028","","",""
"WT_860DNC07869","C006307","860DNC07869","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","Main","","Floor 2","","","","Excluded"," "
"PC100540","HSS-1046729","4RX6724","Nanaimo","VIHA-NMMC-Nanaimo Millstone Medical Centre","Main","","","REQ1318914-RITM1391007-SCTASK2242267","06/30/2028","09/11/2025","General Rounding",""
"LD091117","HSS-1047524","HP6SCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","528 Wentworth Street, Nanaimo","","1st","REQ1385870-RITM1461934-SCTASK2394713","08/31/2028","","",""
"LD105931","HSS-1035171","J78D6J3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","OHC"," Primary Care","1","REQ1907514-RITM2013210-SCTASK3253541","09/30/2026","","General Rounding"," Primary Care"
"LD023165-NEW","HSS-1032377","1CB02J3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","# 29 Rebekah Kirk's Office","1","VIHATRP20201207-005","","12/12/2024","General Rounding","Public Health; TVPC"
"LD080987","HSS-1047012","D0MQCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital","1192 Seafield Cres.","#2","2","REQ1349266-RITM1423054-SCTASK2282388","06/30/2028","","General Rounding",""
"LD081367","HSS-1049971","4JY2WH3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","#203","2","REQ1642934-RITM1733888-SCTASK2784366","12/31/2028","","General Rounding",""
"LD067465","HSS-1045443","6TN79W3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","#25","1","REQ1199890-RITM1263709-SCTASK2075377","03/31/2028","","General Rounding",""
"LD100501","HSS-1043423","F07Y4X3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main Building","#25","1","REQ1026834-RITM1080393-SCTASK1721482","08/31/2027","12/04/2025","General Rounding","'-"
"LD067452","HSS-1045432","99S69W3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","#25","1","REQ1198992-RITM1262753-SCTASK2072665","03/31/2028","","General Rounding",""
"LD029170","HSS-8073273","HQYVDK3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","#29","1","VIHATRP20230327-008","05/31/2027","","General Rounding",""
"LD035590","HSS-8073276","J26WDK3","Nanaimo","VIHA-BCN-Bowen Center Nanaimo-Main Building-1st Floor","Main Building","#29","1","VIHATRP20230327-009","05/31/2027","","General Rounding",""
"LD035094","HSS-8057880","JCH44J3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","#29","1","VIHATRP20220404-011","08/31/2026","","Critical Clinical","Community Care"
"LD100702","HSS-1043857","4YXQ8Y3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre","Main","#29 - 1925 Bowen Rd","1","REQ1075177-RITM1131375-SCTASK1807374","10/31/2027","11/29/2024","General Rounding","Tobacco & Vapour Prevention and Control Program"
"PC040572","HSS-8070560","GPYMPR3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","(Old Library)","1","VIHATRP20230109-001","02/28/2027","12/15/2025","General Rounding","Emergency"
"LD060880","HSS-1034640","HSHR9K3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","(TBD)","G","REQ0567166-RITM0595656-SCTASK0949481","08/31/2026","01/21/2025","General Rounding","Occupational Therapy"
"PC038161","HSS-8061954","BXX1RN3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","(TBD)","G","VIHATRP20220822-075","11/30/2026","","General Rounding","(TBD)"
"TD001635","HSS-8067943","HSPWKR3","Nanaimo","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care","Main Building","(TBD)","2","VIHATRP20221024-074","","","General Rounding","(TBD)"
"LD090429","HSS-1045297","49FB9W3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","(TBD)","2","REQ1211700-RITM1276300-SCTASK2054031","02/29/2028","05/07/2025","General Rounding",""
"LD027161","HSS-8076393","7F105X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","(TBD)","1","VIHATRP20230717-004","08/31/2027","05/01/2024","General Rounding","Cowichan Assist Living LPN"
"TD035046","HSS-1040813","7ZYBVT3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","(TBD)","1","REQ0808204-RITM0849130-SCTASK1342114","02/28/2027","03/13/2025","General Rounding","Family Practice Clinic"
"C19C14M140","C009316","C19C14M140","Nanaimo","VIHA-Sat Lab-Satellite Laboratory-Main Building-1st Floor","Main Building (Hospital Commons)","(TBD)","1","Lease Information Extract - HPFS Tangent","03/31/2023","02/23/2024","Mobile Cart","(TBD)"
"LD085455","HSS-1042266","502SQV3","Nanaimo","VIHA-NWWS-Nanaimo Wentworth Street-Main Building-2nd Floor","Main Building","(TBD)","2","REQ0902357-RITM0948591-SCTASK1512676","05/31/2027","01/29/2025","General Rounding","Complex Care Housing"
"LD022398","HSS-8023587","36T58C3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","(TBD)","1","VIHATRP20210816-060","11/30/2025","","Critical Clinical","ACT Team"
"LD065921","HSS-8080339","GXKQ8Y3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","(TBD)","G","VIHATRP20231113-043","12/31/2027","","General Rounding","(TBD)"
"LD062556","HSS-1040379","5LL4NN3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","Main Building","(TBD)","1","REQ0807535-RITM0848437-SCTASK1342579","02/28/2027","03/22/2025","General Rounding","OHC Rehab Services"
"LD067595","HSS-1045890","HG7YCW3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","Main","(TBD)","1","REQ1253317-RITM1320993-SCTASK2123021","04/30/2028","06/16/2024","General Rounding","NRG Renal Unit"
"TD030542","HSS-8079921","DKSB9Y3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Main Building","(TBD)","G","VIHATRP20231030-109","12/31/2027","01/21/2025","General Rounding","Occupational Therapy"
"LD055910","HSS-1025170","CX80FB3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","(TBD)","1","REQ0189193-RITM0197917-SCTASK0301582","08/31/2025","","General Rounding","ACT Team"
"LD058730","HSS-8093941","5X33WH3","Nanaimo","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","","(TBD)","","ISLHTRP20250616-079","12/31/2028","","General Rounding",""
"LD073854","HSS-1043720","58HG5X3","Nanaimo","VIHA-NWRD-Nanaimo Waddington Road-Integrated Primary & Community Care","NHC","'-","1","REQ1052360-RITM1107394-SCTASK1772725","09/30/2027","","General Rounding","Senior Outreach"
"PC035194","HSS-8078155","833LPR3","Nanaimo","VIHA-NBCBC-Nanaimo Boundary Crescent Beaufort Centre-Main Building-1st Floor","Main Building","'-","1","VIHATRP20230904-090","06/30/2027","10/29/2025","General Rounding","Lab Pre-Analytics"
"LD073665","HSS-1043539","4K3Z4X3","Nanaimo","VIHA-NBC-Nanaimo Bowen Centre-Main Building-1st Floor","Main Building","'-","1","REQ1022225-RITM1075485-SCTASK1738292","09/30/2027","08/21/2023","General Rounding",""
"AO001661","HSS-1044425","C21B16M050","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","'-","1","Lease Information Extract - HPFS Tangent","12/31/2024","05/09/2025","General Rounding","COV IHealth Project Staff"
"PC033488","HSS-8069129","8XF2RN3","Parksville","VIHA-OHC-Oceanside Health Centre-Main Building-2nd Floor","Main Building",".Reception","2","VIHATRP20221128-020","01/31/2027","09/07/2025","General Rounding","Mental Health"
"PC041944","HSS-8065653","5Q33XP3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building",".Reception","1","VIHATRP20220815-122","12/31/2026","12/11/2025","General Rounding","(TBD)"
